cat1,cat10,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,favorite_count,hour,image,level,nadj,nadv,nemoji,nlevel,nword,orginal,padj,padv,pemoji,plevel,pnoun,punc1,punc2,punc3,pword,question,result,retweets_count,sarcasm,sentiment,text,time,tweet_id,url,user_name
0,0,0,1,0,0,0,0,0,0,1,23,0,0,0,-1,1,-1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,-1,I feel so stressed today 😕 work is slowly killing me.,16-Feb-2017 (23:34:30.000000),832372615322939392,0,EvanaSalierno
0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,I feel so stressed,16-Feb-2017 (23:31:31.000000),832371861816213504,0,Nengi_J
0,0,0,0,0,0,0,0,0,0,2,23,0,0,1,-1,0,-1,2,1,0,0,0,0,1,0,0,0,2,0,0,0,0,-1,I feel so much less stressed out only having to maintain 2 snapchat streaks and not 8 like wow,16-Feb-2017 (23:29:52.000000),832371447775498240,0,brittanylegacy_
0,0,0,0,0,0,1,0,0,0,0,23,1,0,0,0,0,0,1,1,0,1,0,1,2,0,0,0,1,0,0,0,0,1,I will definitely use this because right now in my life I feel stressed about drama and ev… https://t.co/w9k6VZBhz0 https://t.co/v5RbArE1UU,16-Feb-2017 (23:19:21.000000),832368801278746624,1,WebMusicStar
0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,I feel stressed!,16-Feb-2017 (23:16:10.000000),832367998325370880,0,getonYOknees_x
0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,-1,0,-1,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,-1,I am so stressed out rn I feel like I'm gonna be sick. 😊👌🏾,16-Feb-2017 (23:14:18.000000),832367528122802176,0,JordanRosass
0,0,0,0,0,0,0,0,0,0,7,23,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,man I couldn't feel any more low or stressed,16-Feb-2017 (23:12:05.000000),832366974265069568,0,Ciara_Mulry
0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,2,0,0,0,0,1,"@dearjoji oh my i feel very important, i don't know if i can handle the stress",16-Feb-2017 (23:06:14.000000),832365499820437504,0,mavencaIor
0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,-1,0,-1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,-1,I feel so stressed I feel like throwing up and crying until I can't open my eyes,16-Feb-2017 (23:04:40.000000),832365106814128128,0,high_pao
0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Overpacked flight-luggage falling from overhead,stressed passengers &amp; a hollering man who can't find his seat.I feel the giggles coming on🙊",16-Feb-2017 (23:04:38.000000),832365098236653568,0,imamywest
0,0,0,0,0,0,0,1,0,0,0,22,1,0,0,0,0,0,1,1,1,1,0,1,2,0,0,0,1,0,0,0,0,1,#Autism Dad Confessions: I feel so much stress and pressure that I'm physic https://t.co/LkSCJvpzLY #Autism #Polls https://t.co/paBVIOB7vN,16-Feb-2017 (22:57:59.000000),832363422196994048,1,reality_autism
0,0,0,0,0,0,0,1,0,0,4,22,1,0,0,0,0,0,1,1,1,1,0,1,2,0,0,0,1,0,0,0,0,1,#Autism Dad Confessions: I feel so much stress and pressure that I'm physic https://t.co/fH3gAxHyYe #Autism #Polls https://t.co/N8GGkM2Rja,16-Feb-2017 (22:57:56.000000),832363412852125696,1,The_Autism_Dad
0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,1,0,1,0,1,0,0,3,0,1,1,0,0,0,1,ok i feel stressed for no reason???,16-Feb-2017 (22:56:35.000000),832363072257978368,0,spicyheza
0,0,0,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,1,0,1,0,1,2,0,0,0,1,0,0,0,0,1,I just really don't feel like getting into this work lollll 15 seconds and I'm already stressed.,16-Feb-2017 (22:54:31.000000),832362553116340224,0,cremedelabev
0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,2,1,2,1,0,1,4,0,0,0,2,0,0,0,0,1,I can't dance and I can't sing.. but dear lord when I do both I feel so good and happy. Stress is gone.,16-Feb-2017 (22:52:05.000000),832361940185911296,0,MrDerryDude
0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,i just kinda feel stressed inside when I listen to it. it makes me feel unwell,16-Feb-2017 (22:45:42.000000),832360331485839360,0,Tamacchii
0,0,0,0,0,0,0,2,0,0,1,22,0,0,0,0,0,0,1,1,1,1,0,1,2,3,0,0,1,0,0,0,0,-1,@Greeblehaus I am fighting a 2-week-post-cold sinus infection that I am blaming on stress as well.  Ugh.  Feel better!!!,16-Feb-2017 (22:43:03.000000),832359664461361152,0,missloopy
0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"@thenextragnar +leaning forward to knead his tightened muscles ""Ubbe your stress lives in your shoulders and neck, I can feel it""",16-Feb-2017 (22:39:57.000000),832358886183141376,0,LadyLagartha
0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,3,1,2,1,0,1,4,0,0,0,3,0,0,0,0,1,@thegeek_chic I did already and I feel so amazing. I'm not as stressed out (lots of politics) and I just feel so light and free now.,16-Feb-2017 (22:38:52.000000),832358613452722176,0,BlindHeartNSoul
0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"@azureacademia IDK. Doesn’t feel like energy, just stress. Hoping some of the things I’m doing tho no longer want to help.",16-Feb-2017 (22:34:21.000000),832357475626188800,0,ReadEatWriteRun
0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,2,1,2,1,0,1,2,0,0,0,2,0,0,0,0,1,I honestly can't stress enough how lucky I feel to be with such a caring man.,16-Feb-2017 (22:33:04.000000),832357152945758208,0,pr0llyAsh
0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,-1,0,-1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,-1,"@TheDebbieRomeo please why are you stressed, i can feel you crying from here 😂",16-Feb-2017 (22:32:17.000000),832356956291612672,0,TMXO__
0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"I feel so stressed, my head is throbbing",16-Feb-2017 (22:32:09.000000),832356921839669248,0,aribillboard
0,0,0,0,0,0,0,0,0,0,0,22,0,0,2,-1,0,-1,2,1,0,0,0,0,3,0,0,0,2,0,0,0,0,-1,I'm so tired but it feels so good to just be tired and sleepy without being stressed out about sleeping bc I have to be up early the next m,16-Feb-2017 (22:30:16.000000),832356450550870016,0,kittynorville
0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,#TheThoughtOfYouMakesMe calm down no matter how stressed I feel.,16-Feb-2017 (22:29:57.000000),832356369177079808,0,Ath3lst
0,0,0,0,0,0,1,1,0,0,0,22,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,"I wish I could feel some relief after this week, but I have 3 exams, 3 day in a row next week so the stress continues😊💔.",16-Feb-2017 (22:29:15.000000),832356193913995264,0,ShamaelAlDoss
0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,I feel stressed lol,16-Feb-2017 (22:24:29.000000),832354994426834944,0,amarieeee90
0,1,0,0,0,0,0,2,0,0,0,22,0,0,1,-1,1,-1,1,1,0,0,0,0,3,0,0,0,1,0,0,0,0,-1,I just had to have my baby during the worst flu season in years 🙄 I feel like I'm drowning in stress Lol,16-Feb-2017 (22:24:08.000000),832354906770112512,0,laceywilsonn
0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0,0,0,1,1,0,1,0,1,2,0,0,0,1,0,0,0,0,1,I can't crack my neck and I feel very stressed out,16-Feb-2017 (22:22:47.000000),832354565337051136,0,gloriaolajide
0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,2,1,3,1,0,1,4,0,0,3,2,0,0,0,0,1,The last few months has been rough for me but I can honestly say today I feel relieved and stress free.... I feel... https://t.co/yhO4JVWMLC,16-Feb-2017 (22:22:38.000000),832354528016158720,1,redd_kiki
0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,-1,0,-1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,i feel so stressed i!! hate this feeling,16-Feb-2017 (22:18:37.000000),832353517755056128,0,bexeyswn
0,0,0,0,0,0,0,1,0,0,4,22,0,0,1,-1,1,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,I feel so exhausted all the time - So much stress and pressure 😶#UniLife,16-Feb-2017 (22:16:29.000000),832352979906859008,0,nmol_M
0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,@jraandan I FEEL U TAN STRESS IYO,16-Feb-2017 (22:16:12.000000),832352907701870592,0,nayhdamsappari
0,0,0,0,0,0,0,0,0,1,0,22,0,0,1,-1,0,-1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,-1,The question Who am I? Is always a hard thing to answer,16-Feb-2017 (22:14:01.000000),832352359367970816,0,Feel_No_Stress
0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,My class this afternoon is canceled and I feel so relieved that I don't have to stress over UCC 😬,16-Feb-2017 (22:13:45.000000),832352290765828096,0,stephaniearee
0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,I'm so stressed I feel like a balloon that's about to pop,16-Feb-2017 (22:11:41.000000),832351772282851328,0,Em_Finz
0,0,0,0,0,0,1,1,0,0,0,22,0,0,0,0,1,0,2,1,2,1,1,1,2,0,0,0,2,0,0,0,0,1,I miss this stress free life It feels good again 😊😩,16-Feb-2017 (22:09:48.000000),832351296782999552,0,BigVon1101
0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,2,1,0,1,0,1,1,0,0,0,2,0,0,0,0,1,"could use a motivational playlist from @Lin_Manuel right about now, stressed isn't the word to describe how I feel right now",16-Feb-2017 (22:09:39.000000),832351260271599616,0,LN111
0,0,0,0,0,0,0,0,0,0,1,22,1,0,0,0,0,0,2,1,1,1,0,1,1,1,0,0,2,0,0,0,0,1,Been stressed/down most the week. But after #bootcamp and a choir rehearsal now I feel more relaxed! https://t.co/FxCbvIGeOx,16-Feb-2017 (22:05:03.000000),832350103331622912,0,KatBMackey
0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,-1,0,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,i really feel emotional seeing any of them stressed and sad rlly,16-Feb-2017 (22:02:43.000000),832349515520831488,0,vtaminhyuk
1,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,1,1,1,1,0,1,2,0,1,0,1,1,0,0,0,1,(3) then shouldn't that be enough for me to feel happy with my work? Why do I need to stress out over not meeting someone else' expectations,16-Feb-2017 (22:00:51.000000),832349046442434560,0,savannah__blue
0,1,1,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,2,1,1,1,0,1,3,0,0,2,2,0,0,0,0,1,Speaking to your father can either make you feel happy &amp; loved or just make you wanna pull your hair out. I am now bald....😔 #stress,16-Feb-2017 (22:00:33.000000),832348968730271744,0,ItsLeoLam
0,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,2,1,1,1,0,1,2,0,0,0,2,0,0,0,0,1,Today I learned enough stress can overcome the meds. *sigh* Well at least singing makes me feel better. Somewhat. Fun stress.,16-Feb-2017 (21:59:51.000000),832348795425824768,0,Fallen_Woman
0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,-1,0,-1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,-1,I get a little…volatile when I’m angry. Or stressed out. Or when I feel the need to exert my dominance.,16-Feb-2017 (21:59:39.000000),832348743731122176,0,EllieM72
1,0,1,0,0,0,0,1,0,0,3,21,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,Its wierd how stress free I feel when Ive proper tidied my room,16-Feb-2017 (21:58:35.000000),832348476935659520,0,kayleighorviss
0,0,0,0,0,0,0,1,0,0,3,21,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,my use of profanity skyrockets with the rising amount of stress I feel,16-Feb-2017 (21:57:45.000000),832348266268344320,0,youngjewmarie03
0,0,0,0,0,0,0,1,0,0,1,21,0,0,1,-1,0,-1,1,1,0,0,0,0,4,0,0,0,1,0,0,0,0,-1,"Nothing feels right when I'm not with you
Sick of this stress &amp; these Jimmy Choos 
Tryna dress up when I'm missing you",16-Feb-2017 (21:57:44.000000),832348261344301056,0,ToeKneeSlap
0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,So stressed I feel like I could puke.,16-Feb-2017 (21:54:36.000000),832347471917486080,0,KatlynnAmador
0,0,1,1,0,0,0,1,0,0,0,21,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,What a stress this assignment is? I feel like I am actually not getting anywhere 😪,16-Feb-2017 (21:50:15.000000),832346378131087360,0,Amna_Y_Arshad
0,0,0,1,0,0,0,0,0,0,2,21,0,0,0,0,0,0,1,1,0,1,1,1,2,2,0,0,1,0,0,0,0,1,@pillwniaz @zaynmalik OMG and I already feel so stressed again!! 😜🙈 Always when Zayn is online I am like going crazy lol x,16-Feb-2017 (21:48:11.000000),832345857760620544,0,ZaynForHero
0,0,0,1,0,0,0,0,0,0,4,21,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,0,0,ALways when Zayn is online I feel SO STRESSED!! https://t.co/ASecxo83mH,16-Feb-2017 (21:47:12.000000),832345612511227904,0,ZaynForHero
0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,Why do I feel the need to draw on my face when I'm stressed out 😂🙌🏻 https://t.co/7ERiVDUfte,16-Feb-2017 (21:47:00.000000),832345562322128896,1,DefoNKT
0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,2,1,1,1,0,1,1,0,0,0,2,0,0,0,0,1,Been so stressed out and this new @linkinpark song is really on point with how I feel. #HeavyLP,16-Feb-2017 (21:45:22.000000),832345148235345920,0,L4MENT_TV
0,0,0,0,0,0,0,2,0,0,28,21,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,0,1,0,0,1,0,1,"There is a documentary on @NetflixUK called ""Precious Puppies"" - I recommend. The antidote to any stress you may currently feel.",16-Feb-2017 (21:45:02.000000),832345066727411712,0,OMGgemma
0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,2,1,1,1,0,1,3,0,0,2,2,0,0,0,0,1,"@danisnotonfire @AmazingPhil I feel so stressed out after that ending. Like.... okay, breathe. I'm not even HAPPY or RELIEVED I just",16-Feb-2017 (21:44:12.000000),832344854965415936,0,LucyLexisLawton
0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Feel so stressed tonight and I don't even know why 😪,16-Feb-2017 (21:43:51.000000),832344767182798848,0,meganvansertima
0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,@supershayne I feel this is your different levels of stress.,16-Feb-2017 (21:41:51.000000),832344265514745856,0,ericmccar95
0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,-1,0,-1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,I thought I knew what being stressed feels like until this moment rightneofjwlsdojmaodjsjsmsldoejsjdkalqidsownnw somebody fucking killme,16-Feb-2017 (21:40:28.000000),832343916758196224,0,samilaquino
0,0,0,0,0,0,0,1,0,0,0,21,0,0,1,-1,0,-1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,-1,IS THIS THE END? Dan and Phil play THE IMPOSSIBLE QUIZ! #6 I feel so much stress while watching this https://t.co/7LrCb5zFwQ,16-Feb-2017 (21:38:56.000000),832343528902709248,1,lukes_phanguin
0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i feel so stressed out for no damn reason. i just need to get my energy up to take care of what i need to 💪,16-Feb-2017 (21:37:13.000000),832343097308807168,0,mamabrujaspice
0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,-1,1,-1,0,1,0,0,0,0,3,0,1,0,0,1,0,0,0,-1,@AmazingPhil @YouTube How did you feel after filming that video? I am feeling so stressed and I am not even playing the game 😣,16-Feb-2017 (21:35:18.000000),832342614649274368,0,stutteringJK
0,0,1,0,0,0,0,0,0,1,5,21,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,3,0,0,1,0,1,i love how driving anywhere im completely cool but as soon as im back in rowland i feel stressed out cause no one knows how to drive,16-Feb-2017 (21:34:30.000000),832342414949912576,0,mlchaeiiapena
0,0,0,0,0,0,0,0,0,0,6,21,0,0,1,-1,0,-1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,"and i am still so tense and stressed out i havent cried
but i feel so much lighter",16-Feb-2017 (21:34:25.000000),832342395396161536,0,MaffiLu
0,0,0,0,0,0,0,1,0,1,0,21,0,0,0,-1,0,-1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,-1,@British_Airways Its 3am here and I can't sleep through stress as I feel like I can't trust BA to get me home. Tried to call them but closed,16-Feb-2017 (21:32:58.000000),832342027970945024,0,Chris_a_Burden
0,0,0,0,0,0,0,1,0,0,1,21,0,0,0,-1,0,-1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,"i put a LOT of stress on being the best/better than others, but i feel like it isolates me and maybe that sounds cocky but that's been my",16-Feb-2017 (21:32:26.000000),832341893836988416,0,maycchino
0,0,0,0,0,0,1,1,0,0,0,21,0,0,1,-1,0,-1,2,1,0,0,0,0,6,0,0,0,2,0,0,0,0,-1,@KenyaaaG you just want me to feel bad cuz stuff ain't going right in your life so u stress me out cuz you know  I really like you,16-Feb-2017 (21:31:56.000000),832341768096059392,0,Jarvis05627946
0,0,0,0,0,0,0,0,0,1,1,21,0,0,1,-1,0,-1,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,-1,@GovExec . I feel  Stress about  the direction in which this Country is moving.  Not good.  Considering I have always been OPTIMISTIC.,16-Feb-2017 (21:31:47.000000),832341729198096384,0,Ebonafied
0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,2,1,2,1,0,1,2,0,0,0,2,0,0,0,0,1,I don't feel like being productive today. I'd love to lay in bed with a few bowls today and just cool out. #tired #stressed,16-Feb-2017 (21:31:43.000000),832341714605989888,0,homegrrrl_
0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1,1,2,1,0,1,2,1,0,0,1,0,0,0,0,1,@Robin_McGraw I feel drained and stressed by my teenage sons who I've raised on my own. Adrenal tumour found.I need Revelation abt beauty!,16-Feb-2017 (21:29:12.000000),832341080477728768,0,DawnMurphy_
0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,-1,0,-1,1,1,0,0,0,0,8,0,0,0,1,0,0,0,0,-1,"@lukeoneil47 You can call it dumb if you want. It makes me feel better. Don't judge me, I'm stressed enough as it is over this shit.",16-Feb-2017 (21:28:07.000000),832340806937698304,0,mel_med_larson
1,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,I'm so stressed out I feel like smashing my head through a table https://t.co/QcJAs4fKj1,16-Feb-2017 (21:27:48.000000),832340727346688000,0,officiaIvernon
0,0,0,0,0,0,0,0,0,0,1,21,0,0,1,-1,0,-1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,-1,I hate that I just took my last test of the week and I still feel just as stressed as I did at the beginning of the week,16-Feb-2017 (21:22:35.000000),832339415808692224,0,MejiaCameron
0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"even when i'm sitting doing nothing, i still feel like i'm doing a lot bc im so stressed 🙄😭",16-Feb-2017 (21:21:49.000000),832339221176201216,0,stephadizzzle
0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,-1,0,-1,2,1,0,0,0,0,1,0,0,0,2,0,0,0,0,-1,I feel so weird today. Like a mixture of grateful and appreciative but also stressed and very mentally tired.,16-Feb-2017 (21:20:30.000000),832338890279096320,0,AyoCHELSSSSS
0,0,0,1,0,0,0,1,0,0,0,21,0,0,0,0,0,0,3,1,4,1,0,1,2,0,0,0,3,0,0,0,0,1,"@UnciaBuck that's exactly how I feel, I've got way too many other important things to stress about other than work",16-Feb-2017 (21:19:29.000000),832338637442445312,0,Trudski2012
0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,1,1,0,1,0,1,3,0,0,0,1,0,0,1,0,1,I'm so stressed I just need his comfort. Then I'll feel a lil better,16-Feb-2017 (21:15:45.000000),832337695288406016,0,ItsRaheeezy
0,0,0,0,0,0,0,1,0,0,0,21,0,0,1,-1,0,-1,1,1,0,0,0,0,3,0,0,0,1,0,0,0,0,-1,K I know I'm still getting over the flu but I feel so weird. Shaky weird. Maybe just stressed getting ready for Gallifrey but still ugh..,16-Feb-2017 (21:14:09.000000),832337294149316608,0,time_soulmates
0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,-1,0,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,@beamiller im here for u and i feel stressed now and everyday everyone your fans are here for u and im here for u babe 😉,16-Feb-2017 (21:13:20.000000),832337088234287104,0,nickygibson1824
0,0,0,0,0,0,0,1,0,0,1,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stress is all i ever feel anymore,16-Feb-2017 (21:11:22.000000),832336593134428160,0,floraltatts
0,0,0,0,0,0,0,0,0,0,1,21,0,0,1,-1,0,-1,1,1,0,0,0,0,4,0,0,0,1,0,0,0,0,-1,When I'm feeling down and stressed all I do is eat bad foods then I feel even more down cause I feel fat,16-Feb-2017 (21:10:51.000000),832336464012771328,0,JamieLeeRoseS
0,0,0,0,0,0,0,2,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i feel like i am just made of stress at this point in my life. i have stress running through my veins.,16-Feb-2017 (21:05:00.000000),832334992139231232,0,BestAdorableMsg
0,0,0,0,0,0,0,0,0,0,22,21,1,0,1,-1,0,-1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,-1,"'How's uni?' 
'I feel like a stressed middle aged woman who needs a drink and a cigarette' https://t.co/0yoHlqI6Wz",16-Feb-2017 (21:04:51.000000),832334952767320064,0,itssvxki
0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,i'm so stressed about it i can literally feel my hair turning gray,16-Feb-2017 (21:04:46.000000),832334931183300608,0,shantelvengenz
0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,3,1,1,1,0,1,3,0,0,0,3,0,0,0,0,1,get so stressed over the most minor things yet I'm going to gijón on weds n haven't booked flights or anythin yet n I feel okay lmao help me,16-Feb-2017 (21:04:45.000000),832334928251670528,0,isabelpico
